"id","name","type","network","subNetwork","firstSeen","lastSeen","latitude","longitude","city","country","countryCode"
1513,"CertHum-Moonbeam-C01-C","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.2868,103.8503,"Singapore","Singapore","SGP"
1540,"caafauh430q0nslt3if0","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.323,-6.3159,"Dublin","Ireland","IRL"
1652,"panicky-bear-5668","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1603,"panoramic-tray-7620","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1528,"nonchalant-stretch-2763","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T16:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1676,"jobless-arithmetic-1326","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",48.8323,2.4075,"Paris","France","FRA"
1644,"beepbeep","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1566,"24060","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1575,"rhetorical-boot-1457","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1607,"alert-walk-4688","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T19:30:00.000Z",35.8237,127.1476,"Jeonju","South Korea","KOR"
1388,"troubled-jam-8308","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",43.6547,-79.3623,"Toronto","Canada","CAN"
1373,"stakepile_1","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",40.7123,-74.0068,"New York","United States of America","USA"
1544,"stiff-prose-1230","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T15:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1649,"truculent-hole-4624","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",50.1188,8.6843,"Frankfurt am Main","Germany","DEU"
1518,"wrathful-feet-4438","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",28.0109,-82.4948,"Tampa","United States of America","USA"
1447,"mchaine2","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1417,"🧊 Iceberg Nodes 🧊 | C1-BACKUP","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1509,"thin-quince-5587","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",30.6498,104.0555,"Chengdu","China","CHN"
5315,"pathrocknetwork-1","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",48.8323,2.4075,"Paris","France","FRA"
1548,"red-money-6724","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1471,"thinkable-fish-2863","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",37.3388,-121.8916,"San Jose","United States of America","USA"
1402,"imported-cast-4298","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",23.1181,113.2539,"Guangzhou","China","CHN"
1337,"smelly-boat-5947","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1398,"foamy-vest-6602","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",31.2222,121.4581,"Shanghai","China","CHN"
1469,"TheMilkyWayGang","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",51.5164,-0.093,"London","United Kingdom","GBR"
1463,"abashed-crack-5101","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",44.0812,-93.5168,"Waseca","United States of America","USA"
1626,"bigTuna","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",33.4475,-112.0866,"Phoenix","United States of America","USA"
1342,"caafb0b7rmf6kasmhuo0","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.323,-6.3159,"Dublin","Ireland","IRL"
1552,"ignorant-start-1795","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1369,"panicky-statement-4321","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1392,"web-kusama-val-40","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.3759,4.8975,"Amsterdam","Netherlands","NLD"
1317,"mtla-moonbeam-coll-0","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1408,"obnoxious-stage-6377","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",50.1188,8.6843,"Frankfurt am Main","Germany","DEU"
1612,"para-moonbeam-rpc-heavy-1","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",48.8323,2.4075,"Paris","France","FRA"
1498,"skinny-respect-1396","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1636,"puffy-throat-7283","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",30.6498,104.0555,"Chengdu","China","CHN"
1535,"BLACKMIRROR11","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",22.2908,114.1501,"Central",,
1593,"one-cows-8908","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1474,"quaint-stocking-8848","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1571,"repulsive-cloth-2269","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1640,"careless-robin-4588","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.3759,4.8975,"Amsterdam","Netherlands","NLD"
1320,"mtla-moonbeam-rpc-heavy-3","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1454,"wrong-grape-9484","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",51.5164,-0.093,"London","United Kingdom","GBR"
1360,"kind-move-6880","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T09:00:00.000Z",0,0,"",,
1331,"staking-basketball-0752","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1588,"craven-alley-7124","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",29.5689,106.5577,"Chongqing","China","CHN"
1556,"temporary-ear-5471","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1495,"exclusive-grape-6720","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",32.8608,-79.9746,"North Charleston","United States of America","USA"
1422,"pricey-edge-9219","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T18:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1597,"disastrous-driving-7687","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",23.1181,113.2539,"Guangzhou","China","CHN"
1346,"Dox-KSM-4","Validator","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1443,"ill-informed-finger-5059","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",30.6498,104.0555,"Chengdu","China","CHN"
1656,"fixed-daughter-3359","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",34.0319,113.863,"Xuchang","China","CHN"
1324,"jc4r7q2TpqcyuAvcREiEPYt8hbZ9TpEMtXypFEivcQkizwj4j2","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1429,"alive-title-4348","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",49.1156,10.7511,"Gunzenhausen","Germany","DEU"
1764,"obnoxious-rainstorm-8707","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.8234,-119.7257,"Boardman","United States of America","USA"
1604,"SynerWork 2","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1585,"AGx1","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1704,"Youhane Chiaki","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1936,"jagged-steam-1631","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1881,"unwritten-quince-5595","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",23.1181,113.2539,"Guangzhou","China","CHN"
1632,"fixed-comb-1050","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T15:30:00.000Z",51.5164,-0.093,"London","United Kingdom","GBR"
1758,"mtla-moonbeam-rpc-ws-0","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1788,"caad4setj1pkhhj5tan0","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.323,-6.3159,"Dublin","Ireland","IRL"
1757,"thoughtful-wren-2138","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",30.6498,104.0555,"Chengdu","China","CHN"
1608,"literate-condition-7875","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T15:30:00.000Z",50.1188,8.6843,"Frankfurt am Main","Germany","DEU"
1907,"jpg-moonbeam-rpc-ws-1","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",34.6946,135.5021,"Osaka","Japan","JPN"
1642,"sloppy-roll-8717","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1720,"wanchain-polkadot","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.8234,-119.7257,"Boardman","United States of America","USA"
1677,"discreet-turn-5994","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1648,"necessary-cloth-8993","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1611,"mtla-moonbeam-rpc-7","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1643,"ANAMIX2","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1823,"roasted-chess-9645","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T16:30:00.000Z",48.8323,2.4075,"Paris","France","FRA"
1866,"16hzCDgyqnm1tskDccVWqxDVXYDLgdrrpC4Guxu3gPgLe5ib","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1834,"erect-meal-1880","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.2157,6.5765,"Groningen","Netherlands","NLD"
1887,"clear-education-2274","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1744,"vast-trains-2821","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",38.9609,-77.3429,"Reston","United States of America","USA"
1735,"Stakin 3","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1693,"classy-vase-2228","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1804,"Staker Space [2]","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1831,"obsequious-cactus-3817","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T16:00:00.000Z",36.2614,126.8659,"Buyeo-gun","South Korea","KOR"
1959,"dot-arc","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.9625,-83.0061,"Columbus","United States of America","USA"
1900,"selfish-flowers-7716","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T19:00:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1685,"healthy-nut-4277","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",28.0109,-82.4948,"Tampa","United States of America","USA"
1948,"peaceful-water-8480","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",46.5554,15.6465,"Maribor","Slovenia","SVN"
1589,"PolkaDocker","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1578,"steadfast-baby-6562","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.9625,-83.0061,"Columbus","United States of America","USA"
1815,"nutritious-jelly-3049","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1653,"cavc68pv7ade7fghuhf0","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.323,-6.3159,"Dublin","Ireland","IRL"
1627,"elfin-cakes-6481","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1738,"average-price-7731","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",47.6034,-122.3414,"Seattle","United States of America","USA"
1801,"moonbeam-moonbeam-collator-04","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1922,"HashQuark Node 1","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",22.2908,114.1501,"Central",,
1916,"rabid-throat-9003","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",32.8608,-79.9746,"North Charleston","United States of America","USA"
1852,"GATOTECH😸KSM_1","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1911,"happy-history-4008","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1630,"parallel-rpc-2_Embedded_Relay","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",50.1188,8.6843,"Frankfurt am Main","Germany","DEU"
1674,"quick-smash-3029","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",22.2908,114.1501,"Central",,
1572,"Gamayun-Validator/2","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",31.5618,120.2864,"Wuxi","China","CHN"
1902,"BitcoinSuisse col4","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",47.3682,8.5671,"Zurich","Switzerland","CHE"
1723,"labored-balls-4262","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1807,"irate-pancake-5601","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1932,"panoramic-experience-4970","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1822,"silly-tax-8298","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.2484,21.0026,"Warsaw","Poland","POL"
1600,"abject-faucet-5740","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-11T19:00:00.000Z",0,0,"",,
1623,"scared-head-2916","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1741,"debonair-squirrel-7826","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T16:00:00.000Z",48.8323,2.4075,"Paris","France","FRA"
1716,"useless-galley-9037","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1774,"opposite-fall-2772","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1754,"Kusama_Oriole","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.9625,-83.0061,"Columbus","United States of America","USA"
1944,"web-kusama-val-33","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.3759,4.8975,"Amsterdam","Netherlands","NLD"
1780,"fierce-drink-2166","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",23.1181,113.2539,"Guangzhou","China","CHN"
1620,"RB-Polkadot-archive-snapshot","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1940,"drunk-treatment-9192","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
5316,"DeYure","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:00:00.000Z",51.5164,-0.093,"London","United Kingdom","GBR"
1761,"frail-horn-3583","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",24.9051,118.5707,"Quanzhou","China","CHN"
1813,"berserk-vacation-4564","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1669,"amuck-bee-7608","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T22:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1769,"19552","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1796,"pretty-honey-0097","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.4859,13.4426,"Berlin","Germany","DEU"
1689,"cyberbrain-1","Validator","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1928,"alive-walk-8611","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1749,"small-door-0279","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1665,"mtla-moonbeam-rpc-4","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.4995,-73.5848,"Montreal","Canada","CAN"
1616,"Kordyle Moonbeam","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1647,"eatable-nation-4311","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-11T16:30:00.000Z",53.2157,6.5765,"Groningen","Netherlands","NLD"
1870,"instinctive-queen-2559","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",34.6946,135.5021,"Osaka","Japan","JPN"
1681,"tangy-crack-3676","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1602,"whispering-pencil-7874","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",52.4992,13.3142,"Berlin","Germany","DEU"
1734,"Polkadotters-Backup","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",51.2184,6.7734,"Düsseldorf","Germany","DEU"
1747,"Wetez2","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1986,"confused-mint-2884","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",31.2222,121.4581,"Shanghai","China","CHN"
1891,"10789","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1792,"amazing-arm-9710","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",24.9051,118.5707,"Quanzhou","China","CHN"
1903,"TestNode","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",25.0504,121.5324,"Taipei","Taiwan","TWN"
1816,"earsplitting-alley-4904","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1941,"painful-doll-2355","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",24.4798,118.0819,"Xiamen",,
1728,"cheap-time-2336","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1939,"deserted-daughter-6293","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",50.8336,4.3337,"Brussels","Belgium","BEL"
1631,"1680","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1879,"frequent-cart-9585","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1860,"Kusama_Albatross","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.3379,-6.2591,"Dublin","Ireland","IRL"
1971,"good-impulse-5141","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1675,"ba-dot0804-01","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1686,"rigid-balance-4449","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1830,"tangy-shop-4312","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1973,"well-to-do-statement-9941","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1872,"public-toy-4847","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",37.4585,126.7015,"Incheon","South Korea","KOR"
1863,"cultured-texture-6518","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
5317,"annoying-quill-2218","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1765,"dysis","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.3379,-6.2591,"Dublin","Ireland","IRL"
1918,"illegal-color-8626","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",53.3379,-6.2591,"Dublin","Ireland","IRL"
1893,"heiko-collator-0_Embedded_Relay","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.9625,-83.0061,"Columbus","United States of America","USA"
1789,"aspiring-dinner-8751","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",51.5368,-0.6718,"London","United Kingdom","GBR"
1663,"hanging-reaction-9121","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",50.1188,8.6843,"Frankfurt am Main","Germany","DEU"
1599,"stakethat","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1949,"fortunate-bait-9236","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",1.3036,103.8554,"Singapore","Singapore","SGP"
1718,"ossified-zipper-0562","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",45.6524,25.6109,"Brasov","Romania","ROU"
1705,"abnormal-cherries-3752","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1923,"dev_test_node_6789","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",35.6893,139.6899,"Tokyo","Japan","JPN"
1837,"wacky-hospital-2968","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1840,"wild-roof-7981","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1618,"aberrant-basket-4260","Node","POLKADOT","","2022-10-11T14:30:00.000Z","2022-10-12T12:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1808,"🛸 Zooper Corp 🛸 FR","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1982,"23740","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",39.0469,-77.4903,"Ashburn","United States of America","USA"
1784,"PerfectStake","Validator","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
1697,"moonbean-blockchain-0","Node","POLKADOT","MOONBEAM","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",0,0,"",,
1945,"hallowed-humor-1624","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",48.8471,2.4941,"Le Perreux-sur-Marne","France","FRA"
1978,"thirsty-rate-1168","Node","KUSAMA","","2022-10-11T14:30:00.000Z","2022-10-12T13:30:00.000Z",60.1719,24.9347,"Helsinki","Finland","FIN"
